"gene_name","Col0_0h_rep1","Col0_0h_rep2","Col0_0h_rep3","Col0_24h_rep1","Col0_24h_rep2","Col0_24h_rep3"
"AT1G06420","54","43","64","25","19","13"
"AT1G06430","1548","1604","913","1242","1629","1057"
"AT1G06440","26","58","63","31","44","33"
"AT1G06450","78","161","180","134","156","145"
"AT1G06460","710","493","453","232","389","199"
"AT1G06470","1019","905","1049","832","847","678"
"AT1G06475","46","40","46","48","31","27"
"AT1G06480","0","0","0","0","0","0"
"AT1G06490","219","362","339","318","284","248"
"AT1G06500","287","240","270","260","271","213"
"AT1G06515","612","488","575","500","512","309"
"AT1G06510","398","384","396","353","378","277"
"AT1G06520","61","75","74","132","114","85"
"AT1G06530","1922","1992","1777","1814","2015","1571"
"AT1G06540","3","2","16","4","6","5"
"AT1G06550","1273","1516","2148","1352","1435","1138"
"AT1G06560","276","304","297","233","298","214"
"AT1G06570","8495","6721","1735","7813","10180","5369"
"AT1G06580","131","117","111","131","150","110"
"AT1G06590","390","403","468","516","506","422"
"AT1G06610","0","0","0","0","0","0"
"AT1G06620","1010","1115","1060","1809","1459","1861"
"AT1G06630","894","850","794","878","1041","782"
"AT1G06640","4053","4369","3644","7357","6365","6481"
"AT1G06645","166","159","168","162","286","135"
"AT1G06650","576","520","460","735","816","627"
"AT1G06660","58","49","84","68","56","35"
"AT1G06670","2088","1974","2068","1720","2024","1486"
"AT1G06680","20115","19533","12025","21371","19931","9658"
"AT1G06690","608","559","400","343","405","224"
"AT1G06700","8004","6434","5156","6401","6530","4736"
"AT1G06710","85","119","162","125","154","132"
"AT1G06720","647","754","1283","682","983","838"
"AT1G06730","465","432","488","447","461","346"
"AT1G06740.1","71","107","91","103","112","104"
"AT1G06750","4","2","8","3","6","4"
"AT1G06760","6729","5901","4807","5622","4461","3746"
"AT1G06770","256","265","310","235","229","189"
"AT1G06780","960","943","1116","923","867","832"
"AT1G06790","154","195","227","172","201","128"
"AT1G06800","476","690","874","755","895","1022"
"AT1G06810","0","0","0","0","0","0"
"AT1G06820","800","828","873","734","791","616"
"AT1G06830","20","27","29","11","30","24"
"AT1G06840","1923","3020","4288","3732","3873","3704"
"AT1G06850","1328","1325","1597","1358","1289","1043"
"AT1G06860","0","0","0","1","0","0"
"AT1G06870","780","899","982","763","766","714"
"AT1G06880","0","0","1","0","0","0"
"AT1G06890","4395","3427","3142","3248","3252","2425"
"AT1G06900","3569","3073","2930","2598","2662","1894"
"AT1G06910","163","151","167","128","176","128"
"AT1G06920","5","1","9","1","1","3"
"AT1G06923","35","10","21","1","2","3"
"AT1G06925","0","0","0","0","0","0"
"AT1G06930","201","150","128","69","42","39"
"AT1G06950","3915","4391","4833","3544","4001","3015"
"AT1G06960","427","387","478","417","419","315"
"AT1G06970","9","7","16","6","3","5"
"AT1G06980","939","776","820","838","623","496"
"AT1G06990","1","0","0","0","0","0"
"AT1G07000","560","1007","1375","1770","1685","1834"
"AT1G07010","450","439","434","191","240","120"
"AT1G07020","817","611","672","642","676","522"
"AT1G07025","0","0","0","1","0","1"
"AT1G07030","692","729","799","774","785","742"
"AT1G07040","2680","1918","928","3394","3904","2340"
"AT1G07050","271","135","98","13","27","11"
"AT1G07051","0","0","0","0","0","0"
"AT1G07060","2","1","1","4","1","0"
"AT1G07070","320","292","398","241","265","206"
"AT1G07080","3653","3422","3063","4345","4090","3806"
"AT1G07090","647","919","1190","1444","1444","1435"
"AT1G07100","0","0","0","0","0","0"
"AT1G07110","5177","4627","2607","4193","4956","2947"
"AT1G07119","3","2","4","3","1","0"
"AT1G07120","16","11","11","11","21","10"
"AT1G07128","0","4","5","1","1","3"
"AT1G07130","8","12","9","12","13","14"
"AT1G07135","184","612","1237","325","711","777"
"AT1G07140","6061","6219","8541","6967","7486","6937"
"AT1G07150","277","300","231","189","238","186"
"AT1G07160","5","39","85","34","46","35"
"AT1G07170","497","461","461","515","540","447"
"AT1G07175","26","14","35","4","0","1"
"AT1G07180","7","82","59","12","24","47"
"AT1G07190","0","0","0","0","0","0"
"AT1G07200","1375","1474","1174","2027","1869","1472"
"AT1G07210","671","560","750","549","625","457"
"AT1G07220","356","353","314","393","364","337"
"AT1G07230","2394","2134","1577","2820","2838","2464"
"AT1G07240","1189","1728","1988","2198","2508","2628"
"AT1G07250","1229","1105","842","1199","1101","906"
"AT1G07260","329","435","307","415","424","410"
"AT1G07270","29","19","40","34","18","13"
"AT1G07280","468","393","371","318","313","211"
"AT1G07290","136","89","88","58","72","60"
"AT1G07300","76","78","79","116","134","108"
"AT1G07310","2073","2360","1635","3193","3145","2854"
"AT1G07320","9012","8065","6818","4233","4776","2685"
"AT1G07330","2","3","4","2","0","3"
"AT1G07340","0","0","0","2","0","0"
"AT1G07350","1482","1632","1641","1535","1885","1549"
"AT1G07360","1307","1498","1174","1525","1513","1287"
"AT1G07370","195","243","368","324","254","224"
"AT1G07380","861","925","855","1105","1097","928"
"AT1G07390","78","74","102","109","139","108"
"AT1G07400","38","47","53","27","272","632"
"AT1G07410","189","166","172","129","103","73"
"AT1G07420","1343","1344","1394","1736","1406","1303"
"AT1G07430","90","49","17","29","23","17"
"AT1G07440","1628","1014","521","190","260","105"
"AT1G07450","0","0","1","0","2","0"
"AT1G07460","0","1","0","1","1","0"
"AT1G07470","1098","1019","786","1028","993","738"
"AT1G07473","3","0","5","1","5","3"
"AT1G07476","0","1","1","0","0","0"
"AT1G07480","1869","1441","904","1102","1271","915"
"AT1G07485","1","1","1","1","1","0"
"AT1G07490","0","0","1","0","0","0"
"AT1G07500","2","5","12","5","9","5"
"AT1G07510","1136","1235","1264","1186","1227","1168"
"AT1G07520","716","819","995","808","848","778"
"AT1G07530","2179","2084","1933","2037","2266","1737"
"AT1G07540","2","2","0","0","2","1"
"AT1G07550","7","61","18","49","37","27"
"AT1G07560","106","282","200","434","334","320"
"AT1G07570","1390","1526","1541","1364","1757","1324"
"AT1G07580","0","0","0","0","0","0"
"AT1G07590","6193","6690","2372","7903","6340","5788"
"AT1G07600","0","0","0","0","0","0"
"AT1G07610","2144","1958","804","992","877","501"
"AT1G07615","193","212","249","160","179","135"
"AT1G07620","92","147","258","203","239","271"
"AT1G07630","1214","1482","1783","2284","2284","2009"
"AT1G07640","568","553","419","673","648","580"
"AT1G07650","4278","5260","6716","7626","8594","7579"
"AT1G07645","30","16","8","12","2","7"
"AT1G07660","663","618","667","634","653","569"
"AT1G07670","3720","3207","3099","2886","2599","2340"
"AT1G07680","3","6","6","9","0","1"
"AT1G07690","121","54","74","116","73","58"
"AT1G07700","351","366","324","185","288","170"
"AT1G07705","717","715","764","662","725","629"
"AT1G07702","0","0","0","0","0","0"
"AT1G07710","31","35","66","51","33","41"
"AT1G07720","3893","4673","5035","5767","5154","5048"
"AT1G07725","0","1","0","0","0","1"
"AT1G07728","4","2","1","1","4","1"
"AT1G07740","52","54","59","42","76","49"
"AT1G07730","0","0","0","0","0","0"
"AT1G07745","360","300","241","256","334","172"
"AT1G07747","0","0","0","0","0","1"
"AT1G07750","3105","2882","2263","2684","2243","2317"
"AT1G07760","0","0","0","0","0","0"
"AT1G07770","6462","5642","6630","4180","4476","3444"
"AT1G07780","177","169","199","108","120","89"
"AT1G07790","580","542","574","536","393","338"
"AT1G07795","14","6","8","11","1","4"
"AT1G07800.1","0","0","0","0","0","0"
"AT1G07810","2726","2574","2200","2912","2959","2479"
"AT1G07820","2272","1686","1921","1812","1608","1272"
"AT1G07830","370","395","365","302","363","283"
"AT1G07840","437","429","610","371","486","369"
"AT1G07850","1","0","1","3","1","2"
"AT1G07870","499","621","722","817","889","812"
"AT1G07860","0","0","0","0","0","0"
"AT1G07880","51","71","108","61","118","91"
"AT1G07885","1","5","15","0","5","3"
"AT1G07890","20946","34578","43921","22548","36992","37626"
"AT1G07900","7","10","7","14","27","26"
"AT1G07901","47","45","49","42","59","42"
"AT1G07910","685","672","688","556","633","534"
"AT1G07920","4568","5230","6460","4673","5740","5193"
"AT1G07930","6240","6850","8376","6625","7833","6731"
"AT1G07940","3492","4078","4435","4040","4660","4474"
"AT1G07950","453","403","456","371","390","344"
"AT1G07960","1210","971","1204","1121","1199","1015"
"AT1G07970","494","522","469","498","512","414"
"AT1G07980","464","462","483","431","501","361"
"AT1G07985","3535","1834","1060","1027","1419","836"
"AT1G07990","3693","3447","2833","3445","3672","2674"
"AT1G08000","257","265","315","269","263","225"
"AT1G08005","18","7","13","1","1","1"
"AT1G08010","1790","1545","1467","1153","1163","834"
"AT1G08030","1362","1228","1276","969","1041","756"
"AT1G08032","0","0","0","0","0","0"
"AT1G08035","7","3","9","1","6","8"
"AT1G08040","959","881","902","708","707","613"
"AT1G08050","305","654","803","1174","1476","1570"
"AT1G08060","1112","1122","995","1198","1153","875"
"AT1G08065","0","0","0","0","0","0"
"AT1G08070","47","52","44","43","48","35"
"AT1G08080","0","0","1","0","0","1"
"AT1G08090","12","0","4","0","3","1"
"AT1G08100","0","0","0","1","0","0"
"AT1G08105.1","0","0","0","0","0","0"
"AT1G08110","3310","2646","2047","1853","2201","1547"
"AT1G08115","12","20","11","11","17","14"
"AT1G08120","0","0","0","0","2","1"
"AT1G08125","686","580","544","546","608","418"
"AT1G08130","568","777","827","681","759","665"
"AT1G08135","0","0","0","0","0","0"
"AT1G08140","0","0","0","0","0","0"
"AT1G08150","1","0","0","0","0","0"
"AT1G08160","788","1009","918","874","643","529"
"AT1G08165","11","13","21","4","7","8"
"AT1G08170","3","4","1","0","2","2"
"AT1G08180","160","130","175","184","177","127"
"AT1G08190","5558","5566","6071","7066","6440","6089"
"AT1G08200","12914","10533","11017","9422","8674","6911"
"AT1G08210","770","754","665","853","966","766"
"AT1G08220","103","155","158","131","184","151"
"AT1G08230","754","628","526","520","647","433"
"AT1G08240","0","0","0","0","0","0"
"AT1G08250","397","510","604","423","624","628"
"AT1G08260","600","679","809","727","648","454"
"AT1G08270","38","37","49","45","46","35"
"AT1G08280","387","410","642","325","484","478"
"AT1G08290","5","8","28","13","25","10"
"AT1G08300","39","88","132","62","98","73"
"AT1G08310","135","111","72","123","104","90"
"AT1G08315","474","556","485","836","761","743"
"AT1G08320","1266","1398","1239","2240","1794","1987"
"AT1G08340","309","276","209","208","207","156"
"AT1G08350","562","497","538","567","553","487"
"AT1G08360","4673","4903","6257","4112","4514","3709"
"AT1G08370","1557","1554","1332","1536","1566","1354"
"AT1G08380","3271","4568","3598","5567","5347","2961"
"AT1G08390","56","92","70","65","64","56"
"AT1G08400","176","199","223","218","231","244"
"AT1G08410","289","363","544","346","453","408"
"AT1G08420","3474","3618","3042","4233","4047","3453"
"AT1G08430","121","782","2582","402","1220","1546"
"AT1G08440","2","1","0","0","0","0"
"AT1G08450","1847","2362","3002","2618","2919","2538"
"AT1G08460","1365","1336","822","1424","1558","1166"
"AT1G08465","314","240","246","194","236","131"
"AT1G08470","593","587","596","552","485","367"
"AT1G08480","2082","2241","2517","2308","2410","2507"
"AT1G08490","1079","1049","1057","1260","1098","1019"
"AT1G08500","2592","1999","2252","2303","1723","1629"
"AT1G08510","9440","9120","8445","9961","10119","8759"
"AT1G08520","5174","5191","5011","4067","4389","2821"
"AT1G08530","244","278","334","253","287","252"
"AT1G08540","1829","1724","1708","1176","1282","766"
"AT1G08550","1129","1058","763","569","686","356"
"AT1G08560","523","592","718","795","663","536"
"AT1G08570","2940","2792","2018","2534","2741","2056"
"AT1G08580","350","460","688","447","555","536"
"AT1G08590","1650","1116","1216","1190","976","736"
"AT1G08592","0","0","0","0","0","0"
"AT1G08600","1441","1405","1465","1614","1574","1441"
"AT1G08610","89","115","176","89","119","78"
"AT1G08620","1350","1472","1340","1519","1630","1302"
"AT1G08630","1469","1018","217","3120","4841","2807"
"AT1G08640","810","826","1111","595","781","638"
"AT1G08650","1053","898","866","1550","1607","1657"
"AT1G08660","2281","1886","1863","1456","1487","1065"
"AT1G08670","264","264","379","463","362","371"
"AT1G08680","2478","2485","2101","3273","2974","2500"
"AT1G08695","0","0","0","0","0","0"
"AT1G08700","1333","1218","1259","1857","1557","1343"
"AT1G08710","399","360","387","376","478","364"
"AT1G08720","1195","1309","1182","1608","1509","1313"
"AT1G08730","29","19","46","19","14","12"
"AT1G08735.1","0","0","0","0","0","0"
"AT1G08740.1","0","0","0","0","0","0"
"AT1G08750","579","539","546","523","457","447"
"AT1G08760","1627","1468","1370","1609","1462","1201"
"AT1G08770","525","675","597","965","997","1004"
"AT1G08780","462","407","374","370","396","355"
"AT1G08790","0","0","0","0","0","0"
"AT1G08800","2388","2600","3114","4088","3789","3755"
"AT1G08810","458","351","410","206","313","187"
"AT1G08820","2933","2404","2265","2615","2895","2367"
"AT1G08830","7872","11723","14353","16322","17665","18673"
"AT1G08840","141","158","193","171","157","85"
"AT1G08845","80","108","94","83","134","116"
"AT1G08860","5","25","44","9","34","47"
"AT1G08870","0","0","0","0","0","0"
"AT1G08880","1250","1138","1616","1331","1429","1566"
"AT1G08890","1891","1527","1203","1285","1226","1078"
"AT1G08900","1087","1065","647","1025","1366","808"
"AT1G08910","931","975","1148","824","1211","874"
"AT1G08920","1705","1567","949","1324","1577","1660"
"AT1G08930","3505","11270","19353","11116","16422","17935"
"AT1G08940","353","619","1098","542","963","1023"
"AT1G08950","1","1","0","0","0","0"
"AT1G08960","418","423","487","472","542","440"
"AT1G08970","1241","1394","1273","1499","1489","1384"
"AT1G08980","3022","2468","1403","1470","1809","906"
"AT1G08985","0","0","0","0","0","0"
"AT1G08990","423","605","438","567","540","615"
"AT1G09000","197","206","198","300","236","191"
"AT1G09010","5649","4595","3136","3663","4076","2793"
"AT1G09020","2520","2514","2235","2642","2496","2125"
"AT1G09026","0","0","0","0","0","0"
"AT1G09030","0","0","0","0","0","0"
"AT1G09040","162","127","154","141","159","111"
"AT1G09050","133","101","103","102","127","101"
"AT1G09060","1462","1559","1381","1574","1527","1259"
"AT1G09070","4165","5156","3743","5127","5352","5622"
"AT1G09080","15","10","12","42","102","104"
"AT1G09090","626","663","525","661","695","798"
"AT1G09100","970","965","1236","839","1043","922"
"AT1G09110","0","0","0","0","0","0"
"AT1G09130","1572","1870","1765","1567","1718","1337"
"AT1G09140","3022","3227","2765","2868","4206","3108"
"AT1G09150","1163","983","973","1028","912","723"
"AT1G09155","79","88","54","61","29","17"
"AT1G09157","0","0","3","0","3","2"
"AT1G09160","1032","1124","1351","1164","1171","908"
"AT1G09170","64","60","70","35","24","20"
"AT1G09176","8","7","3","0","1","3"
"AT1G09180","19","22","10","14","19","28"
"AT1G09190","37","55","81","43","48","47"
"AT1G09195","677","667","605","645","811","574"
"AT1G09200","1313","1054","1678","1234","1025","892"
"AT1G09210","4773","4096","5476","3486","3699","3106"
"AT1G09220","16","22","39","21","40","32"
"AT1G09230","517","522","541","525","735","490"
"AT1G09240","33","19","12","32","12","7"
"AT1G09245","0","0","0","0","0","0"
"AT1G09250","1657","1540","1511","1720","1708","1582"
"AT1G09260","0","0","1","0","1","2"
"AT1G09270","3602","3520","3136","3911","3316","3131"
"AT1G09280","1719","1411","1039","1289","1458","1013"
"AT1G09290","235","247","241","255","281","240"
"AT1G09300","111","146","247","251","294","344"
"AT1G09310","51993","53736","66652","62481","46578","40153"
"AT1G09320","239","268","264","388","375","288"
"AT1G09330","1763","1514","1781","1574","1621","1370"
"AT1G09340","3144","3033","2443","1479","1425","738"
"AT1G09350","40","128","113","137","322","251"
"AT1G09360","0","0","0","0","0","0"
"AT1G09370","0","1","2","0","1","0"
"AT1G09380","92","39","74","51","31","41"
"AT1G09390","1532","1125","1037","744","794","532"
"AT1G09400","34","38","37","35","46","40"
"AT1G09410","60","51","44","61","43","40"
"AT1G09415","940","747","549","606","746","510"
"AT1G09420","486","323","331","434","532","335"
"AT1G09421","1","0","0","0","0","0"
"AT1G09430","5626","4951","4232","7767","7681","6317"
"AT1G09440","130","183","145","227","232","173"
"AT1G09450","60","68","86","67","62","45"
"AT1G09460","1915","2325","1682","3255","3499","2589"
"AT1G09470","75","35","70","47","22","13"
"AT1G09480","128","190","211","240","297","281"
"AT1G09483","0","0","0","0","0","0"
"AT1G09486","64","63","70","74","88","74"
"AT1G09490","614","703","1013","612","746","638"
"AT1G09500","4","11","9","9","17","18"
"AT1G09510","2","0","0","0","0","0"
"AT1G09520","431","456","433","562","615","446"
"AT1G09530","4325","3704","3240","2907","3136","2231"
